Code;Description
XD.2;CHARGES EXCEPTIONNELLES
XD.21;PENALITES SUR MARCHES ET DESDITS PAYES SUR ACHATS ET VENTES
XD.22;PENALITES, AMENDES FISCALES OU PENALES
XD.23;CREANCES DEVENUES IRRECOUVRABLES
XD.24;DEFICITS, DEBETS ADMIS EN DECHARGE OU REMISE GRACIEUSE
XD.25;AUTRES CHARGES EXCEPTIONNELLES
XD.26;AVANCES DE L'ETAT ET DES COLLECTIVITES PUBLIQUES
XD.3;CHARGES SPECIFIQUES DESTINEES AUX ETUDIANTS
XD.31;BOURSES ET FRAIS ANNEXES
XD.32;GRATIFICATIONS (STAGE)
XD.33;REMBOURSEMENTS DE FRAIS AVANCES PAR LES ETUDIANTS
XD.34;AIDES ET SOUTIENS DIVERS ACCORDES AUX ETUDIANTS (PRISE EN CHARGE INSCRIPTION,…)
XD.35;AUTRES CHARGES SPECIFIQUES DESTINEES AUX ETUDIANTS
XD.4;PROPRIETE INTELLECTUELLE - AUTRES DROITS 
XD.41;FRAIS DE  RECHERCHE ET DE DEVELOPPEMENT
XD.42;BREVET D'INVENTION ET LICENCES ROYALTIES VERSEES AU COCONCEDANT
XD.43;SUBVENTION FILIALE DE VALO ET TRANSF TECHNO : SERVICES EN PROP. INTELLECTUELLE
XD.44;HONORAIRES DES FILIALES DE VALORISATION ET DE TRANSFERT DE TECHNOLOGIE (FIST,…)
XD.45;REDEVANCES POUR CONCESSIONS, BREVETS, MARQUES ET PROCEDES
XD.46;DROITS D'AUTEURS ET DE REPRODUCTION
XD.47;AUTRES CONCES, DROITS SIMIL, BREVETS, LICENC, PROCED, DROITS VALEURS : FILIALE
XD.5;CHARGES DE GESTION COURANTE
XD.51;INDEMNISATION DES PERSONNES SE PRETANT A UNE EXPERIMENTATION (HORS LOI HURRIET)
XD.52;INDEMNISATION DES PERSONNES SE PRETANT A UNE EXPERIMENTATION (LOI HURRIET)
XD.53;CONTRÔLE FINANCIER ET SERVICES DU TRESOR
XD.54;CHARGES DE GESTION PROV. ANNULATION RECETTES ANTERIEURES
XD.55;PERTE  DE CHANGE 
XD.56;AUTRES CHARGES DE GESTION COURANTE
XD.57;CHARGES FINANCIERES PROV. ANNULATION RECETTES ANTERIEURS -DR16
XD.58;CHARGES FINANCIERES PROV. ANNULATION RECETTES (SUBV INV) ANTERIEURS
XD.59;CHARGES SOCIALES DROITS D'AUTEUR
XD.6;FRAIS ANNEXES AUX COMMANDES
XD.61;FRAIS DE PORT ET D'EMBALLAGE (HORS CARBOGLACE) OU DE GESTION
XD.62;DROITS DE DOUANE
XD.63;FRAIS DE DOSSIER SUR DEDOUANEMENT 
XE;IMMOBILISATIONS 
XE.0;AVANCES ET ACOMPTE SUR IMMOBILISATION
XE.01;AVANCES ET ACOMPTES VERSEES SUR IMMOBILISATION INCORPORELLES 
XE.02;AVANCES ET ACOMPTES VERSEES SUR IMMOBILISATION CORPORELLES 
XE.1;ACQUISITIONS IMMOBILISATIONS INCORPORELLES
XE.11;LOGICIELS CREES
XE.12;AUTRES IMMOBILISATIONS INCORPORELLES 
XE.13;AUTRES IMMOBILISATIONS INCORPORELLES EN COURS
XE.2;ACQUISITIONS IMMOBILISATIONS CORPORELLES
XE.21;ACHAT DE TERRAIN NUS
XE.22;ACHAT DE TERRAIN AMENAGES
XE.23;ACHAT DE TERRAIN BATIS
XE.24;IMMOBILISATIONS CORPORELLES EN COURS-TERRAINS
XE.25;CONSTRUCTION : OPERATION TERMINEE
XE.26;GANIL
XE.27;COLLECTIONS DE DOCUMENTATION
XE.28;COLLECTIONS LITTERRAIRES, SCIENTIFIQUES ET ARTISTIQUES
XF;FACTURATION INTERNE
XF.0;FACTURATION INTERNE
XF.01;FACTURATION INTERNE - FONCTIONNEMENT COURANT (HORS FLUIDES)
XF.02;FACTURATION INTERNE - FLUIDES
XF.03;FACTURATION INTERNE - FOURNITURES & ÉQUIPEMENTS SCIENTIFIQUES, VALORISATION
XF.04;FACTURATION INTERNE -  MISSIONS, DÉPLACEMENTS, COLLOQUES ET COMMUNICATION
XF.05;FACTURATION INTERNE - INFORMATIQUE
XF.06;FACTURATION INTERNE - IMMOBILIER
XF.07;FACTURATION INTERNE - ACTION SOCIALE
XF.08;FACTURATION INTERNE - SUBVENTIONS
XF.09;FACTURATION INTERNE - AUTRES
